scientificName,verbatimScientificName,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
" 1776)	Tangara cyanocephala		BR	Brazil - Bahia			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.435387	-40.082318	25.0						2017-12-31T00:00:00	31	12	2017	2488097	2488097	HUMAN_OBSERVATION		Observations	OBS.147528819				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:34:43.121Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1906	Pipra fasciicauda		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.272705	-38.939981	25.0						2017-12-14T00:00:00	14	12	2017	2487653	2487653	HUMAN_OBSERVATION		Observations	OBS.146750107				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:34:28.705Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1808	Tyrannus savana		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.430969	-42.752475	12.0						2018-11-02T00:00:00	2	11	2018	5229693	5229693	HUMAN_OBSERVATION		Observations	OBS.164697332				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:36:46.027Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1793)	Coragyps atratus		BR	Brazil - REGUA - The Lodge gardens			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.451063	-42.771205	48.0						2018-11-01T00:00:00	1	11	2018	2481942	2481942	HUMAN_OBSERVATION		Observations	OBS.164697288				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:36:46.026Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Cacicus haemorrhous		BR	Brazil - REGUA - The Fragment			30	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.466211	-42.755459	25.0						2018-11-01T00:00:00	1	11	2018	5229828	5229828	HUMAN_OBSERVATION		Observations	OBS.164174408				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:36:32.850Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Celeus flavescens		BR	Brazil - Itamambuca Eco Resort"," Ubatuba (São Paulo)			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.403455	-45.012782	96.0						2018-11-09T00:00:00	9	11	2018	5228941	5228941	HUMAN_OBSERVATION		Observations	OBS.165789124				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:27.522Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766	Ardea cocoi		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.450529	-42.772479	10.0						2018-01-09T00:00:00	9	1	2018	2480951	2480951	HUMAN_OBSERVATION		Observations	OBS.148020058				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:34:16.200Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1818)	Chroicocephalus cirrocephalus		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.688443	-37.358916	10.0						2018-11-09T00:00:00	9	11	2018	6065820	6065820	HUMAN_OBSERVATION		Observations	OBS.165072747				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:37:06.797Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Pilherodius pileatus		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.460771	-42.763684	16.0						2018-11-04T00:00:00	4	11	2018	2480816	2480816	HUMAN_OBSERVATION		Observations	OBS.164697461				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:37:49.797Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1789)	Thraupis ornata		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.206239	-44.797746	10.0						2018-11-16T00:00:00	16	11	2018	2488601	2488601	HUMAN_OBSERVATION		Observations	OBS.164612134				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:37:44.470Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Egretta thula		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.935649	-42.077829	10.0						2018-11-12T00:00:00	12	11	2018	2480873	2480873	HUMAN_OBSERVATION		Observations	OBS.164511790				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:36:02.886Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Tangara cyanocephala		BR	Brazil - Itamambuca Eco Resort"," Ubatuba (São Paulo)			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.403393	-45.012981	25.0						2018-11-09T00:00:00	9	11	2018	2488097	2488097	HUMAN_OBSERVATION		Observations	OBS.164458770				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:36:01.521Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816	Galbula ruficauda		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.421032	-42.814911	25.0						2018-11-04T00:00:00	4	11	2018	5228236	5228236	HUMAN_OBSERVATION		Observations	OBS.164264081				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:35:55.967Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1827)	Pachyramphus castaneus		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.426	-42.809	32.0						2018-01-12T00:00:00	12	1	2018	5230306	5230306	HUMAN_OBSERVATION		Observations	OBS.147569186				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:33:25.509Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Selenidera maculirostris		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.408496	-39.536751	25.0						2018-01-02T00:00:00	2	1	2018	2478760	2478760	HUMAN_OBSERVATION		Observations	OBS.147528596				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:33:25.507Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Nyctanassa violacea		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-16.44566	-39.07037	25.0						2018-01-06T00:00:00	6	1	2018	2480953	2480861	HUMAN_OBSERVATION		Observations	OBS.147420218				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:33:22.881Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1827	Xiphorhynchus atlanticus		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-3.624821	-40.419509	25.0						2017-12-13T00:00:00	13	12	2017	2485513		HUMAN_OBSERVATION		Observations	OBS.147670013				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:33:20.478Z		COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Thraupis sayaca		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.396789	-39.558105	100.0						2018-11-27T00:00:00	27	11	2018	2488622	2488622	HUMAN_OBSERVATION		Observations	OBS.165735753				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:36:32.044Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1813)	Patagioenas picazuro		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4526	-42.7699	10.0						2018-02-20T00:00:00	20	2	2018	2495287	2495287	HUMAN_OBSERVATION		Observations	OBS.148749007				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:58:17.426Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1906	Pipra fasciicauda		BR	Brazil - Ceará			5	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.270221	-38.935787	25.0						2017-12-14T00:00:00	14	12	2017	2487653	2487653	HUMAN_OBSERVATION		Observations	OBS.147669951				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:57:53.201Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1793)	Chiroxiphia caudata		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.43583	-40.085306	25.0						2017-12-31T00:00:00	31	12	2017	2487775	2487775	HUMAN_OBSERVATION		Observations	OBS.147668554				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:57:53.200Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Tangara cayana		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.257526	-38.931521	25.0						2017-12-15T00:00:00	15	12	2017	2488246	2488246	HUMAN_OBSERVATION		Observations	OBS.147529998				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:52:59.799Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816	Galbula ruficauda		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.434788	-40.089151	25.0						2017-12-31T00:00:00	31	12	2017	5228236	5228236	HUMAN_OBSERVATION		Observations	OBS.147528645				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:52:59.798Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Bubulcus ibis		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.450577	-42.771101	25.0						2018-01-06T00:00:00	6	1	2018	2480830	2480830	HUMAN_OBSERVATION		Observations	OBS.147488907				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:52:59.081Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Pachyramphus marginatus		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.393037	-39.565091	25.0						2018-01-04T00:00:00	4	1	2018	5230343	5230343	HUMAN_OBSERVATION		Observations	OBS.147311780				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:52:55.014Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Piaya cayana		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.272053	-38.938427	32.0						2018-12-05T00:00:00	5	12	2018	2496432	2496432	HUMAN_OBSERVATION		Observations	OBS.165130421				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:41.443Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Egretta caerulea		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.979079	-43.216324	10.0						2016-08-12T00:00:00	12	8	2016	2480894	2480894	HUMAN_OBSERVATION		Observations	OBS.165000852				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:35.267Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Zonotrichia capensis		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.96926	-43.224105	10.0						2016-08-17T00:00:00	17	8	2016	5231103	5231103	HUMAN_OBSERVATION		Observations	OBS.165000522				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:34.888Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Thamnophilus palliatus		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.453255	-42.771707	10.0						2018-10-31T00:00:00	31	10	2018	5959210	5959210	HUMAN_OBSERVATION		Observations	OBS.164830715				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:30.925Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823	Larus dominicanus		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.779684	-41.919365	65.0						2018-11-12T00:00:00	12	11	2018	2481173	2481173	HUMAN_OBSERVATION		Observations	OBS.164511748				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:24.499Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Chelidoptera tenebrosa		BR	Brazil - Bahia			4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.419101	-39.516057	24.0						2018-12-16T00:00:00	16	12	2018	5228262	5228262	HUMAN_OBSERVATION		Observations	OBS.165689736				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:36:44.763Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Tachyphonus cristatus		BR	Brazil - Serra dos Órgãos NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.494294	-42.998478	25.0						2015-12-17T00:00:00	17	12	2015	2488572	2488572	HUMAN_OBSERVATION		Observations	OBS.144614161				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:33:00.287Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Tangara cyanocephala		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.398	-45.064	1000.0						2016-07-28T00:00:00	28	7	2016	2488097	2488097	HUMAN_OBSERVATION		Observations	OBS.141544429				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:31:57.485Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816)	Milvago chimachima		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4523	-42.7705	100.0						2018-08-12T00:00:00	12	8	2018	2481066	2481066	HUMAN_OBSERVATION		Observations	OBS.169830923				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:37:50.884Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Hirundinea ferruginea		BR	Brazil - Itatiaia NP			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.432	-44.6153	5.0						2017-08-27T00:00:00	27	8	2017	2483242	2483242	HUMAN_OBSERVATION		Observations	OBS.143377351				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:32:13.339Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1830)	Glaucidium minutissimum		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.363534	-40.17766	1000.0						2013-01-06T00:00:00	6	1	2013	5232131	5232131	HUMAN_OBSERVATION		Observations	OBS.176632677				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:40.380Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Tigrisoma lineatum		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4519	-42.7729	10.0						2018-02-22T00:00:00	22	2	2018	2480869	2480869	HUMAN_OBSERVATION		Observations	OBS.148796766				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:52:52.582Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1811)	Tersina viridis		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4511	-42.7709	24.0						2018-01-13T00:00:00	13	1	2018	2488545	2488545	HUMAN_OBSERVATION		Observations	OBS.147878849				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:52:28.885Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Dacnis cayana		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4489	-44.6105	5.0						2018-04-10T00:00:00	10	4	2018	2488352	2488352	HUMAN_OBSERVATION		Observations	OBS.150708493				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:31:45.694Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Butorides striata		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4519	-42.7728	5.0						2018-02-21T00:00:00	21	2	2018	2480824	2480824	HUMAN_OBSERVATION		Observations	OBS.148749112				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:31:03.487Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1789)	Phalacrocorax brasilianus		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.216817	-44.71015	999.0						2009-05-06T00:00:00	6	5	2009	9399113	9399113	HUMAN_OBSERVATION		Observations	OBS.43972361				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:44:29.436Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Tangara cyanocephala		BR	Brazil - Ceará			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.267344	-38.935467	25.0						2017-08-03T00:00:00	3	8	2017	2488097	2488097	HUMAN_OBSERVATION		Observations	OBS.142405910				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:31:35.618Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Pachyramphus validus		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4209	-42.815	16.0						2018-01-12T00:00:00	12	1	2018	5230321	5230321	HUMAN_OBSERVATION		Observations	OBS.147569162				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:34:42.550Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816)	Milvago chimachima		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.387434	-40.183478	25.0						2017-12-29T00:00:00	29	12	2017	2481066	2481066	HUMAN_OBSERVATION		Observations	OBS.147104390				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:34:34.693Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1819)	Tangara cyanoventris		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.543042	-40.270753	12.0						2018-12-13T00:00:00	13	12	2018	2488155	2488155	HUMAN_OBSERVATION		Observations	OBS.165598611				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:38:43.706Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1793)	Coragyps atratus		BR	Brazil - Ceará			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.266626	-38.926514	16.0						2018-12-05T00:00:00	5	12	2018	2481942	2481942	HUMAN_OBSERVATION		Observations	OBS.165130473				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:38:41.471Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1837)	Selenidera gouldii		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.272425	-38.938354	25.0						2018-11-10T00:00:00	10	11	2018	2478756	2478756	HUMAN_OBSERVATION		Observations	OBS.165035796				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:38:39.379Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Ramphocelus bresilia		BR	Brazil - Rio de Janeiro			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.1601	-44.347365	5.0						2018-11-21T00:00:00	21	11	2018	2488430	2488430	HUMAN_OBSERVATION		Observations	OBS.164785744				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:38:32.265Z		COORDINATE_ROUNDED;TAXON_MATCH_FUZZY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Stephanophorus diadematus		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.362754	-44.742605	32.0						2018-11-08T00:00:00	8	11	2018	5230725	5230725	HUMAN_OBSERVATION		Observations	OBS.164697667				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:38:28.434Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816)	Milvago chimachima		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.433813	-42.75616	8.0						2018-11-02T00:00:00	2	11	2018	2481066	2481066	HUMAN_OBSERVATION		Observations	OBS.164697337				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:38:28.434Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Selenidera maculirostris		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.388904	-39.565241	96.0						2018-12-14T00:00:00	14	12	2018	2478760	2478760	HUMAN_OBSERVATION		Observations	OBS.168458587				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:00.870Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Egretta thula		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.708116	-37.355309	5.0						2018-12-04T00:00:00	4	12	2018	2480873	2480873	HUMAN_OBSERVATION		Observations	OBS.168455595				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:00.843Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1789)	Nyctibius griseus		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-16.352948	-39.112141	5.0						2018-12-17T00:00:00	17	12	2018	2496811	2496811	HUMAN_OBSERVATION		Observations	OBS.165715946				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:40:01.851Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Volatinia jacarina		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.432348	-44.615357	48.0						2018-11-07T00:00:00	7	11	2018	2491741	2491741	HUMAN_OBSERVATION		Observations	OBS.164697610				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:48.849Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Coereba flaveola		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.432241	-44.615281	16.0						2018-11-07T00:00:00	7	11	2018	2493744	2493744	HUMAN_OBSERVATION		Observations	OBS.164697566				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:48.849Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1800)	Saltator fuliginosus		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.397427	-45.063992	25.0						2018-11-10T00:00:00	10	11	2018	5230941	5230941	HUMAN_OBSERVATION		Observations	OBS.164458723				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:45.198Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Tigrisoma lineatum		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.448837	-42.772842	25.0						2018-11-03T00:00:00	3	11	2018	2480869	2480869	HUMAN_OBSERVATION		Observations	OBS.164241207				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:38:34.981Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Sporophila caerulescens		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.430975	-42.75237	12.0						2018-11-05T00:00:00	5	11	2018	2491376	2491376	HUMAN_OBSERVATION		Observations	OBS.164697506				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:33.324Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Bubulcus ibis		BR	Brazil - Sao Paulo			100	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.046243	-46.74352	10.0						2018-10-11T00:00:00	11	10	2018	2480830	2480830	HUMAN_OBSERVATION		Observations	OBS.163825685				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:39:13.786Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
