scientificName,verbatimScientificName,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
" 1823)	Stephanophorus diadematus		BR	Brazil - Itatiaia NP			4	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.375751	-44.698074	25.0						2019-11-05T00:00:00	5	11	2019	5230725	5230725	HUMAN_OBSERVATION		Observations	OBS.182215190				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:08:10.397Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1851	Saltator maxillosus		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.365736	-44.717728	25.0						2019-11-05T00:00:00	5	11	2019	5230924	5230924	HUMAN_OBSERVATION		Observations	OBS.181948403				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:28.201Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788	Crotophaga major		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4523	-42.7705	100.0						2018-08-08T00:00:00	8	8	2018	2496210	2496210	HUMAN_OBSERVATION		Observations	OBS.169829088				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:05:54.097Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Thamnophilus palliatus		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.45223	-42.771847	25.0						2019-08-23T00:00:00	23	8	2019	5959210	5959210	HUMAN_OBSERVATION		Observations	OBS.180672509				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:35.756Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1821	Thraupis palmarum		BR	Brazil - Sao Paulo			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-24.377516	-47.02314	25.0						2019-11-09T00:00:00	9	11	2019	2488628	2488628	HUMAN_OBSERVATION		Observations	OBS.182048640				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:25.612Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1777)	Caracara plancus		BR	Brazil - REGUA - Guapiacu Watershed			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.429237	-42.751068	25.0						2019-11-04T00:00:00	4	11	2019	2480989	2480989	HUMAN_OBSERVATION		Observations	OBS.182215061				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:05.403Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Gallinago undulata		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.481503	-42.760956	25.0						2019-08-24T00:00:00	24	8	2019	2481812	2481812	HUMAN_OBSERVATION		Observations	OBS.178499529				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:06:27.136Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Sicalis flaveola		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.470823	-42.792683	25.0						2019-08-23T00:00:00	23	8	2019	2491862	2491862	HUMAN_OBSERVATION		Observations	OBS.180678773				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:46:42.450Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1831)	Iodopleura pipra		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.396063	-45.064552	25.0						2019-11-08T00:00:00	8	11	2019	2486514	2486514	HUMAN_OBSERVATION		Observations	OBS.182011087				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:28.115Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1821	Thraupis palmarum		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.431997	-44.615143	25.0						2019-11-06T00:00:00	6	11	2019	2488628	2488628	HUMAN_OBSERVATION		Observations	OBS.182215210				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:19.172Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Estrilda astrild		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4488	-42.7727	12.0						2018-01-06T00:00:00	6	1	2018	2493660	2493660	HUMAN_OBSERVATION		Observations	OBS.147473698				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:58:55.674Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Fluvicola nengeta		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4379	-42.7606	10.0						2018-02-21T00:00:00	21	2	2018	5229568	5229568	HUMAN_OBSERVATION		Observations	OBS.148749100				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:01:09.337Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1818)	Conopophaga melanops		BR	Brazil - REGUA - Waterfall Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4118	-42.7376	10.0						2018-02-21T00:00:00	21	2	2018	2488935	2488935	HUMAN_OBSERVATION		Observations	OBS.148749056				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:01:09.337Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Tangara cayana		BR	Brazil - Ceará			10	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.241338	-38.933363	25.0						2017-12-14T00:00:00	14	12	2017	2488246	2488246	HUMAN_OBSERVATION		Observations	OBS.146750070				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:00:39.305Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758	Crotophaga ani		BR	Brazil - REGUA - Guapiacu Watershed			10	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4523	-42.7705	100.0						2018-08-11T00:00:00	11	8	2018	2496209	2496209	HUMAN_OBSERVATION		Observations	OBS.169829109				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:03:49.813Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Cacicus haemorrhous		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4505	-42.7778	10.0						2018-02-22T00:00:00	22	2	2018	5229828	5229828	HUMAN_OBSERVATION		Observations	OBS.148768010				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:00:34.398Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1845	Cathartes burrovianus		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.5403	-42.8084	24.0						2018-01-07T00:00:00	7	1	2018	2481928	2481928	HUMAN_OBSERVATION		Observations	OBS.147473799				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:00:09.766Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816	Galbula ruficauda		BR	Brazil - REGUA - Waterfall Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.411015	-42.737671	25.0						2019-11-04T00:00:00	4	11	2019	5228236	5228236	HUMAN_OBSERVATION		Observations	OBS.181920081				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:44:41.542Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Saltator maximus		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.421257	-42.8156	10.0						2017-03-12T00:00:00	12	3	2017	5230942	5230942	HUMAN_OBSERVATION		Observations	OBS.175363679				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:15.115Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Coereba flaveola		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.321428	-38.892764	10.0						2019-07-27T00:00:00	27	7	2019	2493744	2493744	HUMAN_OBSERVATION		Observations	OBS.177044548				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:06:04.905Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Coereba flaveola		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.265659	-38.917155	5.0						2019-07-26T00:00:00	26	7	2019	2493744	2493744	HUMAN_OBSERVATION		Observations	OBS.176995667				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:06:02.046Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1819)	Tangara cyanoventris		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.543042	-40.270753	12.0						2018-12-13T00:00:00	13	12	2018	2488155	2488155	HUMAN_OBSERVATION		Observations	OBS.168457993				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:16.392Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1777)	Caracara plancus		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4523	-42.7705	100.0						2018-08-08T00:00:00	8	8	2018	2480989	2480989	HUMAN_OBSERVATION		Observations	OBS.169830885				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:26.694Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Tigrisoma lineatum		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4523	-42.7705	100.0						2018-08-09T00:00:00	9	8	2018	2480869	2480869	HUMAN_OBSERVATION		Observations	OBS.169822888				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:26.690Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776)	Tangara cyanocephala		BR	Brazil - Bahia			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.381261	-39.568736	16.0						2018-12-15T00:00:00	15	12	2018	2488097	2488097	HUMAN_OBSERVATION		Observations	OBS.165644309				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:05:07.999Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Athene cunicularia		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.426758	-42.74966	25.0						2019-08-24T00:00:00	24	8	2019	2497240	2497240	HUMAN_OBSERVATION		Observations	OBS.178491644				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:06:50.034Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1783)	Gallinago undulata		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.452832	-42.772556	10.0						2017-03-10T00:00:00	10	3	2017	2481812	2481812	HUMAN_OBSERVATION		Observations	OBS.175360630				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:25.471Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1818)	Ramphodon naevius		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.412797	-42.738013	10.0						2017-03-11T00:00:00	11	3	2017	2476217	2476217	HUMAN_OBSERVATION		Observations	OBS.175360256				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:25.470Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816	Galbula ruficauda		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.453621	-42.772293	25.0						2019-08-28T00:00:00	28	8	2019	5228236	5228236	HUMAN_OBSERVATION		Observations	OBS.178710005				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:06:53.451Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Chelidoptera tenebrosa		BR	Brazil - Bahia			10	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-16.358202	-39.135685	25.0						2018-01-06T00:00:00	6	1	2018	5228262	5228262	HUMAN_OBSERVATION		Observations	OBS.147528230				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:17.104Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1818)	Chroicocephalus cirrocephalus		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.693567	-37.353683	5.0						2018-12-04T00:00:00	4	12	2018	6065820	6065820	HUMAN_OBSERVATION		Observations	OBS.168455622				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:05:29.794Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1777)	Caracara plancus		BR	Brazil - Ceará			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.718147	-38.972794	15.0						2018-12-05T00:00:00	5	12	2018	2480989	2480989	HUMAN_OBSERVATION		Observations	OBS.168456012				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:03:32.893Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816	Galbula ruficauda		BR	Brazil - Ceará			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-4.269954	-38.937766	5.0						2018-12-05T00:00:00	5	12	2018	5228236	5228236	HUMAN_OBSERVATION		Observations	OBS.168455929				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:03:32.893Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Chloroceryle americana		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.452832	-42.772556	10.0						2017-03-10T00:00:00	10	3	2017	2475486	2475486	HUMAN_OBSERVATION		Observations	OBS.175361058				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:07.169Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Thraupis sayaca		BR	Brazil - Itatiaia NP			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.406585	-44.624233	10.0						2017-03-13T00:00:00	13	3	2017	2488622	2488622	HUMAN_OBSERVATION		Observations	OBS.175363420				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:05:39.734Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1776	Ramphastos toco		BR	Brazil - Itatiaia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.373522	-44.756815	10.0						2017-03-14T00:00:00	14	3	2017	2478765	2478765	HUMAN_OBSERVATION		Observations	OBS.175361121				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:05:39.734Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1816	Galbula ruficauda		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.452832	-42.772556	10.0						2017-03-10T00:00:00	10	3	2017	5228236	5228236	HUMAN_OBSERVATION		Observations	OBS.175361077				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:05:39.733Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1793)	Coragyps atratus		BR	Brazil - REGUA - Guapiacu Watershed			3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4523	-42.7705	100.0						2018-08-09T00:00:00	9	8	2018	2481942	2481942	HUMAN_OBSERVATION		Observations	OBS.169824377				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:24.380Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Eupetomena macroura		BR	Brazil - Sao Paulo			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.42264	-46.478054	25.0						2019-08-08T00:00:00	8	8	2019	2476667	2476667	HUMAN_OBSERVATION		Observations	OBS.177700649				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:45:07.620Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1818)	Gallinula galeata		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.450046	-42.772169	25.0						2015-12-23T00:00:00	23	12	2015	7340222	5228199	HUMAN_OBSERVATION		Observations	OBS.145212659				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:58:14.764Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Pitangus sulphuratus		BR	Brazil - Sao Paulo			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.424512	-46.481914	25.0						2017-09-05T00:00:00	5	9	2017	2482755	2482755	HUMAN_OBSERVATION		Observations	OBS.143814422				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:57:50.861Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1801)	Euphonia pectoralis		BR	Brazil - Itatiaia NP			3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4319	-44.6153	30.0						2017-08-26T00:00:00	26	8	2017	2487980	2487980	HUMAN_OBSERVATION		Observations	OBS.143326034				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:30.927Z	StillImage	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1793)	Chiroxiphia caudata		BR	Brazil - REGUA - Waterfall Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.411608	-42.737324	25.0						2019-08-24T00:00:00	24	8	2019	2487775	2487775	HUMAN_OBSERVATION		Observations	OBS.178490597				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:06:49.877Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1777)	Caracara plancus		BR	Brazil - REGUA - The Lodge gardens			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.451	-42.7708	50.0						2018-02-21T00:00:00	21	2	2018	2480989	2480989	HUMAN_OBSERVATION		Observations	OBS.148749152				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:35:40.227Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1845	Cathartes burrovianus		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.490993	-42.803764	1000.0						2018-01-11T00:00:00	11	1	2018	2481928	2481928	HUMAN_OBSERVATION		Observations	OBS.148031341				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:35:26.768Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Manacus manacus		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.4481	-42.7785	16.0						2018-01-06T00:00:00	6	1	2018	2487672	2487672	HUMAN_OBSERVATION		Observations	OBS.147875515				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:35:25.128Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1793)	Chiroxiphia caudata		BR	Brazil - Bahia			5	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-14.408957	-40.12775	25.0						2017-12-29T00:00:00	29	12	2017	2487775	2487775	HUMAN_OBSERVATION		Observations	OBS.147104404				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:35:14.344Z	StillImage	COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1777)	Caracara plancus		BR	Brazil - Itatiaia NP			2	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.431881	-44.614919	100.0						2019-02-17T00:00:00	17	2	2019	2480989	2480989	HUMAN_OBSERVATION		Observations	OBS.169830901				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:25.488Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1766)	Fluvicola nengeta		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.382455	-39.562189	25.0						2018-12-14T00:00:00	14	12	2018	5229568	5229568	HUMAN_OBSERVATION		Observations	OBS.168474133				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:39Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Dendrocygna autumnalis		BR	Brazil - Rio de Janeiro			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.448575	-42.773868	25.0						2015-12-31T00:00:00	31	12	2015	2498393	2498393	HUMAN_OBSERVATION		Observations	OBS.145792878				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:59:35.025Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1789)	Thraupis ornata		BR	Brazil - Rio de Janeiro			3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.3091	-42.4988	100.0						2018-08-06T00:00:00	6	8	2018	2488601	2488601	HUMAN_OBSERVATION		Observations	OBS.169841591				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:30.988Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1824)	Syrigma sibilatrix		BR	Brazil - REGUA - The Lodge gardens			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.451019	-42.770973	25.0						2019-08-23T00:00:00	23	8	2019	2480921	2480921	HUMAN_OBSERVATION		Observations	OBS.178491696				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:06:50.300Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1788)	Glaucidium brasilianum		BR	Brazil - REGUA - The Lodge gardens			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.451019	-42.770977	25.0						2019-08-23T00:00:00	23	8	2019	5232118	5232118	HUMAN_OBSERVATION		Observations	OBS.178491691				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:44.907Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Chelidoptera tenebrosa		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.405411	-39.533833	32.0						2018-12-16T00:00:00	16	12	2018	5228262	5228262	HUMAN_OBSERVATION		Observations	OBS.168458991				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:04:02.723Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Cairina moschata		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.452267	-42.771896	25.0						2019-08-23T00:00:00	23	8	2019	9751099	9751099	HUMAN_OBSERVATION		Observations	OBS.178420168				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:06:18.577Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1793)	Coragyps atratus		BR	Brazil - Sao Paulo			3	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-23.422545	-46.485073	16.0						2019-07-13T00:00:00	13	7	2019	2481942	2481942	HUMAN_OBSERVATION		Observations	OBS.176698046				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:07:27.817Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1823)	Selenidera maculirostris		BR	Brazil - Bahia			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-15.391763	-39.565721	25.0						2017-08-16T00:00:00	16	8	2017	2478760	2478760	HUMAN_OBSERVATION		Observations	OBS.142963285				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T15:57:59.138Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1782)	Vanellus chilensis		BR	Brazil - REGUA - Wetland Trail			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.450794	-42.772015	25.0						2019-08-23T00:00:00	23	8	2019	5229146	5229146	HUMAN_OBSERVATION		Observations	OBS.178491712				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:06:38.630Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1796)	Streptoprocne zonaris		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.425868	-42.808958	12.0						2018-11-04T00:00:00	4	11	2018	2477082	2477082	HUMAN_OBSERVATION		Observations	OBS.164697435				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:03:22.901Z		COORDINATE_ROUNDED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 1758)	Paroaria dominicana		BR	Brazil - REGUA - Guapiacu Watershed			1	c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f	-22.421257	-42.8156	10.0						2017-03-12T00:00:00	12	3	2017	2492086	2492086	HUMAN_OBSERVATION		Observations	OBS.175363295				CC_BY_NC_4_0	Stichting Natuurinformatie				2020-08-19T16:06:17.356Z		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
